nk,sk,ratio
하느님의 나라는 먹고 마시는 일이 아니라 성령을 통해서 누리는 정의와 평화와 기쁨입니다.,하나님의 나라는 먹는 일이나 마시는 일이 아니라 성령 안에서 누리는 의와 평강과 기쁨입니다.,0.23529411764705882
그이는 천성이 사회적신분의 차이에 퍽 민감하죠.,그는 사회적 신분 차이에 원래부터 민감한 사람입니다.,0.6206896551724138
그가 그렇게도 바라지 않는 반항으로 그를 이처럼 흥분시킨다는것은 잔인한것 같았다.,"그가 그토록 싫어하는, 저항으로 말미암아 이렇게까지 심하게 그를 동요시킨다는 것은 참혹한 처사였다.",0.6181818181818182
인내에 관한 이러한 설교를 나는 리해할수 없었다.,참고 견디라는 인내의 교훈을 나는 납득할 수 없었다.,0.5517241379310345
바라신다면 조용히 말씀드리겠어요.,원하신다면 마음을 가라앉히지요.,0.6111111111111112
바로 거기에는 둥그런 돌장식물을 올려놓은 두개의 돌기둥이 있는데 그사이로난 문은 목장으로 통하였다.,바로 거기에 문이 있어서 둥근 돌을 얹은 두 개의 돌기둥 사이에서 초원으로 나가게 돼 있었다.,0.6
여기까지 이야기하자 신사들은 마지막 두가지 점에 대하여 더 명확하게 이야기해달라고 졸랐다. 그러나 그들은 얼굴을 붉히거나 소리를 지르거나 몸을 비비 꼬며 킥킥 웃을따름이였다.,여기서 신사들은 마지막으로 거론된 이 두 가지 사항에 대해 좀 더 분명히 알고 싶어 했지만 그들의 끈덕진 재촉에 대해 숙녀들은 얼굴을 붉히고 소리를 지르고 몸을 떨고 킥킥대며 웃기만 했다.,0.6190476190476191
메쓰를 지나 수십리를 더 가서 어느 마을에 당도했을때 역마차 정류소 주인이 다가오더니 말이 한필도 없다는것을 알렸다.,메츠에서 몇 킬로미터 떨어진 어느 마을에 이르렀을 때 역장이 나와서 말이 한 필도 없다고 말했다.,0.5692307692307692
부인이 돌아왔다.,그녀는 곧 돌아왔다.,0.45454545454545453
그는 커다란 코구멍을 벌름거렸다. 그의 눈은 불타는듯 이글거렸다.,그의 커다란 콧구멍은 더욱 커지고 눈은 이글이글 타고 있었다.,0.5833333333333334
그 다음은 부인도 위공도 말이 없었다.,부인도 위공도 말이 없었다.,0.2857142857142857
결코 그런 황야가 가져다주는 한없이 평화로운 기쁨을 찾거나 그속에 잠겨버리거나 한적도 없는것 같았다.,황야가 주는 숱한 평화로운 기쁨을 찾아 머무르려고는 조금도 안 했다.,0.5535714285714286
나는 보다 무서운것을 예견했었다.,나는 그보다 더 무서운 사태를 각오하고 있었다.,0.5
그는 말하였다.,그녀가 말했다.,0.5
"마침 쥴리앙은 그 녀자가 자기의, 즉 쥴리앙의 방에서 그의 옷을 한벌 가지고 나오는것을 보았다.",마침내 그는 자기 방에서 그의 옷 한 벌을 들고 나가는 부인과 마주쳤다.,0.5849056603773585
나도 그 까닭은 잘 모르겠네만 후작은 그대가 그 젊은 노르베르백작의 친구가 되여줬으면 하고 큰 기대를 걸고있데.,"속셈은 알수 없지만, 후작은 자네가 그 아들 노르베르 백작과 친구로 지내 주길 원하고 있어.",0.5806451612903226
사랑을 한적이 없으니깐.,사랑을 해본 일이 없을 테니까.,0.47058823529411764
"마데이라에 계시던 당신의 숙부 에어씨가 돌아가셨다는것, 그가 자기 재산 전부를 당신에게 남겨놓았다는것, 그래 당신이 이제는 부자가 되였다는것 그것을 알리기 위해서요.",그저 당신 삼촌인 마데이라의 에어 씨가 세상을 떠났고 그가 당신에게 모든 재산을 남겼으며 당신이 이제는 부자가 되었다는 사실을 알려 주기 위해서요.,0.5543478260869565
돌과 무너져내린 서까래사이로 여기저기에 잡초가 자라고있었다.,석재와 허물어져버린 서까래 사이에서는 여기저기 잡초가 우거져 있었다.,0.42105263157894735
예수께서 제자들과 함께 겟세마네 라는곳으로 가셨다. 거기에서 제자들에게 내가 저기에 가서 기도하는동안 너희는 여기에 앉아있어라고 하시고,그 때 예수님께서 제자들과 함께 겟세마네라고 불리는 곳으로 가셨습니다. 예수님께서 제자들에게 말씀하셨습니다. 내가 저기에 가서 기도하는 동안 여기 앉아 있어라.,0.4157303370786517
그런데 여호와께서는 너희 때문에 나에게까지 노여움을 품으시여 맹세하셨다. 나로 하여금 결코 요단강을 건너지 못하게 할것이며 너희 하느님 여호와께서 너희에게 유산으로 주시는 그 좋은 땅에 결코 들어가지 못하게 하시리라고 하셨다.,여호와께서는 여러분 때문에 나에게 노하셨소. 그리고 내가 요단 강을 건너지 못할 것이라고 맹세하셨소. 나는 여러분의 하나님 여호와께서 여러분에게 주시는 그 좋은 땅으로 들어가지 못할 것이오.,0.5714285714285714
어떤 사람의 시체이든 시체에 몸이 닿은 사람은 7일동안 부정하다.,누구든지 시체에 닿은 사람은 칠 일 동안 부정할 것이다.,0.5833333333333334
그럴 때면 그는 내가 거기에 있는것을 묵인할뿐 오만한 랭담성을 가지고 그냥 지나칠 때도 있었고 때로는 신사답게 상냥하게 머리를 끄덕하고 미소할 때도 있었다.,그는 때로는 그저 멀리서 고개를 끄덕이거나 냉담하게 힐끗 보는 것으로 알은체를 하면서 거만하고 차갑게 나를 지나쳤고 때로는 신사처럼 상냥하게 절을 하고 미소를 지었다.,0.6344086021505376
나는 그대가 속된 세상에 마음이 떠서 타락한줄로만 알았네.,나는 네가 세속의 허영으로 타락해 버린 줄로만 알았구나.,0.5625
제가 무엇이든 당신은 저의 안해라는것을 잊지 마십시오.,내가 무엇이든 당신이 내 아내란 것을 잊지 마시오.,0.3
내 말을 되뇌였다.,그녀는 내 말을 되뇌었다.,0.35714285714285715
화살은 날카롭게 날이 섰고 활시위는 팽팽하고 말발굽은 차돌같이 단단하고병거바퀴는 돌개바람처럼 돌아간다.,그들의 화살은 날카로우며 활을 쏠 모든 준비가 되어 있다. 말들의 발굽은 바위처럼 단단하고 전차 바퀴는 회오리바람처럼 돌아간다.,0.5211267605633803
그리고 제자들을 가리키시며 바로 이 사람들이 내 어머니이며 내 형제들이다.,그리고 나서 제자들을 가리키면서 말씀하셨습니다. 보아라! 내 어머니와 내 형제들이다.,0.40425531914893614
하고 나는 아델을 재운 다음 부인의 방에 같이 들어가서 말하였다.,하고 아델러를 재운 뒤에 부인의 방으로 간 나는 말하였다.,0.4166666666666667
그 애는 정말 배가 고팠던 모양이였다. 닭고기와 파이를 보자 마음이 온통 거기에 쏠리고말았다.,아델은 정말 배가 고팠었는지 닭고기와 파이는 잠시 그애의 정신을 팔게 했다.,0.5576923076923077
당신이 바라는것을 우리가 다 들어주었단 말인가요? 이제 다시 당신을 비오는 이밤에 저 황야로 내보내도 일없단 말인가요?,"당신이 필요한 도움은 이제 다 받았으니, 다시 비오는 황야로 쫓겨나도 좋다는 말인가요?",0.5909090909090909
그즈음 나는 당신과 우연히 만나는것을 좋아했소.,"그때 나는, 당신과 우연히 만나게 되는 것을 즐거움으로 삼고 있었소, 제인.",0.5238095238095238
나는 그걸 알고있었으며 느끼고있었다.,나는 이를 몸소 느끼고 알고 있었다.,0.55
어찌된 일인지 정신이 시원히 맑아지면서 몸도 날듯이 가벼워졌다.,어찌 된 일인지 정신이 시원히 맑아지고 몸도 날아갈 듯 가벼워졌다.,0.1891891891891892
어떠한 본능에 의해서 지옥에 떨어진 천사와 영원한 옥좌에서 보내온 사자. 즉 안내자와 유혹자를 분간할수 있다고 주장하시오?,당신은 어떤 직감에 의해서 타락한 천사와 영원한 옥좌에서 파견된 신의 사자와를 인도하는 자와 유혹하는 자를 구별해낼 수 있단 말이에요?,0.5733333333333334
여호수아가 아침일찍 일어나면 제사장들은 여호와의 궤를 메고나섰다.,이튿날 여호수아는 아침 일찍 일어났습니다. 제사장들은 여호와의 궤를 다시 메었고,0.38636363636363635
하느님은 거짓말을 하실 수 없는분하지므로 그분의 약속과 맹세는 변하지 않습니다. 따라서 그 하느님을 피난처로 삼은 우리는 큰 용기를 얻어 우리앞에 놓인 희망을 굳게 붙잡을수 있습니다.,하나님께서는 결코 거짓으로 약속하지 않으시며 거짓 맹세도 하지 않으십니다. 변하지 않는 이 두 사실은 하나님께 피난처를 구하는 우리들에게 용기를 주며 우리가 받은 소망을 붙들 수 있는 힘을 줍니다.,0.6
그러나 너희는 사람을 가르칠 때 누구든지 아버지나 어머니에게 해드릴것을 가지고 하느님께 례물로 바쳤다. 고 말만 하면,그런데 너희는 아버지나 어머니에게 드리려던 것을 하나님께 드렸다고 하면,0.5538461538461539
그래 나는 문을 더듬어 찾아 주저하면서 두드릴 때까지도 류숙을 바란다는것은 망상이라고 생각하였다.,"나는 문을 더듬어 찾아 망설이며 두드렸을 때, 재워 주리라는 생각은 망상에 지나지 않을 것으로 여겨졌다.",0.6379310344827587
고 쥴리앙은 생각했다.,쥘리엥은 이렇게 생각했다.,0.5714285714285714
그렇지만 저는 불같은 성격이예요.,그렇다면 저는 열을 가지고 있어요.,0.5789473684210527
바울을 심문하려던 사람들이 곧 물러갔다. 바울이 로마시민이라는것이 알려지자 그를 묶었던 일때문에 파견대장도 겁을집어먹었다.,그러자 바울을 심문하려던 사람들이 곧 물러났습니다. 천부장은 바울이 로마 시민이라는 사실을 알고 그를 결박한 일로 두려워했습니다.,0.5277777777777778
우리 외삼촌은 그것을 자기의 노력으로 벌었소.,외삼촌은 재산을 스스로 노력해서 얻었소.,0.44
그럼 당신을 가장 사랑하는 사람을 선택하세요.,그럼 선택하세요. 당신을 가장 사랑하고 있는 사람을.,0.5517241379310345
그러나 쥴리앙은 삐라르신부의 집에 몸을 감추고 매일처럼 마틸드와 만나고있었던것이다.,그러나 그는 피라르 사제의 사제관에 숨어 지내면서 거의 매일 마틸드와 만나고 있었다.,0.5531914893617021
한 반년 앓아누웠던 사람처럼 얼굴이 몹시 축간 마틸드는 본래의 모습을 알아볼수 없을 지경이였다.,마틸드는 반년은 앓아누웠던 사람처럼 변해 있었다. 정말이지 알아보기조차 힘들 정도였다.,0.6415094339622641
"그런데 아침식사가 끝나자 곧 로체스터씨 방 가까이에서 페어팩스부인, 리아 그리고 죤의 안해인 식모의 떠드는 소리와 죤의 거친 목소리가 들려왔다.","다만 아침 식사가 끝나자마자 로체스타 씨의 침실 가까이에서 무슨 웅성대는 소리가 들려 왔다. 페어팩스 부인의 음성과 리아와 요리인, 즉 존의 아내의 음성과 존의 거칠은 목소리까지 들렸다.",0.5673076923076923
이 책을 쓴 목적은 다만이 예수는 그리스도이시며 하느님의 아들임을 믿고 또믿어서 주님의 이름으로 생명을 얻게 하려는것이다.,그런데도 이 책에 있는 표적들을 기록한 것은 여러분들로 하여금 예수님께서 하나님의 아들 그리스도이심을 믿게 하고 그분의 이름을 믿음으로써 생명을 얻게 하기 위해서입니다.,0.6170212765957447
정원으로 나가 모두가 자리에 앉자마자 쥴리앙은 사방이 아주 어돕는것을 기다리지도 않고 레날부인의 귀에다 입을 갖다대고 부인이 딱해하는것도 아랑곳하지 않고 이렇게 속삭였다.,"정원에 나가 앉기가 무섭게, 주위가 완전히 어두워지는 것을 기다리지도 않고 그는 레날 부인의 귓가에 입을 바짝 갖다 대고, 상대방을 몹시 난처하게 만들 것을 뻔히 알면서도 이렇게 속삭였다.",0.5619047619047619
예수께서는 요한의 제자들이 떠나간 뒤에 요한을 두고 군중에게 이렇게 말씀하셨다. 너희는 무엇을 구경하러 광야에 나갔댔느냐. 바람에 흔들리는 갈대냐.,요한의 심부름을 왔던 사람들이 떠나가자 예수님께서 사람들에게 요한에 대해 말했습니다. 너희는 무엇을 보려고 광야에 나갔느냐? 바람에 흔들리는 갈대냐?,0.5060240963855421
사람 살려주우!,사람 살려!,0.25
지금은 그렇게 부르는것이 편리하다고 생각해요.,지금은 그 이름으로 불러 주시면 편리하리라고 생각합니다.,0.5161290322580645
념려 말고 과거나 잘 치르고 경사롭게 돌아오거라.,걱정말고 과거나 잘 치르고 좋이 돌아오너라.,0.2962962962962963
그들은 나와 여러분의 걱정을 덜어주었습니다. 그러니 이런 사람들을 알아주어야 합니다.,이 세 사람들은 내 마음과 여러분의 마음을 상쾌하게 해 주었습니다. 여러분은 이런 사람들을 알아 주시기 바랍니다.,0.4444444444444444
